Variable Name,Variable Description,Data File Name,Data File Description,Begin Year,EndYear,Component,Use Constraints
AUXRR240,"Acoustic Reflex Right Ear, 2kHz, 40",AUXAR_D,Audiometry - Acoustic Reflex,2005,2006,Examination,None
AUXRR241,"Acoustic Reflex Right Ear, 2kHz, 41",AUXAR_D,Audiometry - Acoustic Reflex,2005,2006,Examination,None
AUXRR242,"Acoustic Reflex Right Ear, 2kHz, 42",AUXAR_D,Audiometry - Acoustic Reflex,2005,2006,Examination,None
AUXRR243,"Acoustic Reflex Right Ear, 2kHz, 43",AUXAR_D,Audiometry - Acoustic Reflex,2005,2006,Examination,None
AUXRR244,"Acoustic Reflex Right Ear, 2kHz, 44",AUXAR_D,Audiometry - Acoustic Reflex,2005,2006,Examination,None
AUXRR245,"Acoustic Reflex Right Ear, 2kHz, 45",AUXAR_D,Audiometry - Acoustic Reflex,2005,2006,Examination,None
AUXRR246,"Acoustic Reflex Right Ear, 2kHz, 46",AUXAR_D,Audiometry - Acoustic Reflex,2005,2006,Examination,None
AUXRR247,"Acoustic Reflex Right Ear, 2kHz, 47",AUXAR_D,Audiometry - Acoustic Reflex,2005,2006,Examination,None
AUXRR248,"Acoustic Reflex Right Ear, 2kHz, 48",AUXAR_D,Audiometry - Acoustic Reflex,2005,2006,Examination,None
AUXRR249,"Acoustic Reflex Right Ear, 2kHz, 49",AUXAR_D,Audiometry - Acoustic Reflex,2005,2006,Examination,None
AUXRR250,"Acoustic Reflex Right Ear, 2kHz, 50",AUXAR_D,Audiometry - Acoustic Reflex,2005,2006,Examination,None
AUXRR251,"Acoustic Reflex Right Ear, 2kHz, 51",AUXAR_D,Audiometry - Acoustic Reflex,2005,2006,Examination,None
AUXRR252,"Acoustic Reflex Right Ear, 2kHz, 52",AUXAR_D,Audiometry - Acoustic Reflex,2005,2006,Examination,None
AUXRR253,"Acoustic Reflex Right Ear, 2kHz, 53",AUXAR_D,Audiometry - Acoustic Reflex,2005,2006,Examination,None
AUXRR254,"Acoustic Reflex Right Ear, 2kHz, 54",AUXAR_D,Audiometry - Acoustic Reflex,2005,2006,Examination,None
AUXRR255,"Acoustic Reflex Right Ear, 2kHz, 55",AUXAR_D,Audiometry - Acoustic Reflex,2005,2006,Examination,None
AUXRR256,"Acoustic Reflex Right Ear, 2kHz, 56",AUXAR_D,Audiometry - Acoustic Reflex,2005,2006,Examination,None
AUXRR257,"Acoustic Reflex Right Ear, 2kHz, 57",AUXAR_D,Audiometry - Acoustic Reflex,2005,2006,Examination,None
AUXRR258,"Acoustic Reflex Right Ear, 2kHz, 58",AUXAR_D,Audiometry - Acoustic Reflex,2005,2006,Examination,None
AUXRR259,"Acoustic Reflex Right Ear, 2kHz, 59",AUXAR_D,Audiometry - Acoustic Reflex,2005,2006,Examination,None
AUXRR260,"Acoustic Reflex Right Ear, 2kHz, 60",AUXAR_D,Audiometry - Acoustic Reflex,2005,2006,Examination,None
AUXRR261,"Acoustic Reflex Right Ear, 2kHz, 61",AUXAR_D,Audiometry - Acoustic Reflex,2005,2006,Examination,None
AUXRR262,"Acoustic Reflex Right Ear, 2kHz, 62",AUXAR_D,Audiometry - Acoustic Reflex,2005,2006,Examination,None
AUXRR263,"Acoustic Reflex Right Ear, 2kHz, 63",AUXAR_D,Audiometry - Acoustic Reflex,2005,2006,Examination,None
AUXRR264,"Acoustic Reflex Right Ear, 2kHz, 64",AUXAR_D,Audiometry - Acoustic Reflex,2005,2006,Examination,None
AUXRR265,"Acoustic Reflex Right Ear, 2kHz, 65",AUXAR_D,Audiometry - Acoustic Reflex,2005,2006,Examination,None
AUXRR266,"Acoustic Reflex Right Ear, 2kHz, 66",AUXAR_D,Audiometry - Acoustic Reflex,2005,2006,Examination,None
AUXRR267,"Acoustic Reflex Right Ear, 2kHz, 67",AUXAR_D,Audiometry - Acoustic Reflex,2005,2006,Examination,None
AUXRR268,"Acoustic Reflex Right Ear, 2kHz, 68",AUXAR_D,Audiometry - Acoustic Reflex,2005,2006,Examination,None
AUXRR269,"Acoustic Reflex Right Ear, 2kHz, 69",AUXAR_D,Audiometry - Acoustic Reflex,2005,2006,Examination,None
AUXRR270,"Acoustic Reflex Right Ear, 2kHz, 70",AUXAR_D,Audiometry - Acoustic Reflex,2005,2006,Examination,None
AUXRR271,"Acoustic Reflex Right Ear, 2kHz, 71",AUXAR_D,Audiometry - Acoustic Reflex,2005,2006,Examination,None
AUXRR272,"Acoustic Reflex Right Ear, 2kHz, 72",AUXAR_D,Audiometry - Acoustic Reflex,2005,2006,Examination,None
AUXRR273,"Acoustic Reflex Right Ear, 2kHz, 73",AUXAR_D,Audiometry - Acoustic Reflex,2005,2006,Examination,None
AUXRR274,"Acoustic Reflex Right Ear, 2kHz, 74",AUXAR_D,Audiometry - Acoustic Reflex,2005,2006,Examination,None
AUXRR275,"Acoustic Reflex Right Ear, 2kHz, 75",AUXAR_D,Audiometry - Acoustic Reflex,2005,2006,Examination,None
AUXRR276,"Acoustic Reflex Right Ear, 2kHz, 76",AUXAR_D,Audiometry - Acoustic Reflex,2005,2006,Examination,None
AUXRR277,"Acoustic Reflex Right Ear, 2kHz, 77",AUXAR_D,Audiometry - Acoustic Reflex,2005,2006,Examination,None
AUXRR278,"Acoustic Reflex Right Ear, 2kHz, 78",AUXAR_D,Audiometry - Acoustic Reflex,2005,2006,Examination,None
AUXRR279,"Acoustic Reflex Right Ear, 2kHz, 79",AUXAR_D,Audiometry - Acoustic Reflex,2005,2006,Examination,None
AUXRR280,"Acoustic Reflex Right Ear, 2kHz, 80",AUXAR_D,Audiometry - Acoustic Reflex,2005,2006,Examination,None
AUXRR281,"Acoustic Reflex Right Ear, 2kHz, 81",AUXAR_D,Audiometry - Acoustic Reflex,2005,2006,Examination,None
AUXRR282,"Acoustic Reflex Right Ear, 2kHz, 82",AUXAR_D,Audiometry - Acoustic Reflex,2005,2006,Examination,None
AUXRR283,"Acoustic Reflex Right Ear, 2kHz, 83",AUXAR_D,Audiometry - Acoustic Reflex,2005,2006,Examination,None
AUXRR284,"Acoustic Reflex Right Ear, 2kHz, 84",AUXAR_D,Audiometry - Acoustic Reflex,2005,2006,Examination,None
SEQN,Respondent sequence number.,AUXAR_D,Audiometry - Acoustic Reflex,2005,2006,Examination,None
OPASCCT2,Retinal Imaging Comment,OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPASCST2,Retinal Imaging Status,OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDDAGA,This variable provides information on the presence or absence of any geographic atrophy from the right eye.,OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDDAREX,Was the right eye excluded for ARM?,OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDDARM,This variable provides information on the 3-level severity classification of age-related macular degeneration (ARM) from the right eye.  Early ARM is defined by presence or absence of drusen and/or pigmentary abnormalities; late ARM by exudative ARM signs and/or geographic atrophy.,OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDDARMA,This field is coded for the presence or absence of any retinopathy from the right eye.,OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDDARMX,"This variable provides information on the presence or absence of 3 types of treatment for exudative ARM in the right eye:  laser, photodynamic and/or thermal treatment.  The presence or absence of these treatments is a sign of exudative ARM.",OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDDASD,This variable provides information on the presence or absence of any soft indistinct and/or soft distinct drusen from the right eye.,OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDDASHY,"This variable provides information on the presence or absence of Asteroid Hyalosis, soap-like crystals floating in the vitreous cavity in front of the retina, which can obstruct the view of retinal lesions, from the right eye.",OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDDAVN,"This variable provides information on the presence or absence of retinal arterio-venous nicking, a pinching of the vein at an artery crossing, from the right eye.  May be secondary to hypertension.  Refer to the NHANES Detailed Grading Protocol for more details.",OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDDBCO,"This variable provides information on the presence or absence of retinal artery occlusion (branch or central), a blockage of retinal arteriole or artery resulting infarction of the retina, from the right eye.",OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDDBVO,"This variable provides information on the presence or absence of retinal branch vein occlusion, a blockage of retinal branch venule (level 12 in the retinopathy severity scale, variable OPDURET), from the right eye.",OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDDCHN,"This variable provides information on the presence or absence of choroidal nevus, a localized increase in the number of pigment bearing cells in choroid, usually round or oval in shape, from the right eye.",OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDDCHRA,This variable provides information on the presence or absence of any chorioretinal abnormality from the right eye.,OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDDCVO,"This variable provides information on the presence or absence of retinal central vein occlusion (RCVO) from the right eye; blockage of the retinal central vein (level 12 in the retinal severity scale variable, OPDDRET).",OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDDD125,"This variable provides information on the presence or absence of large drusen, greater than or equal to 125 microns in diameter, from the right  eye.",OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDDD500,"This variable provides information on the presence or absence of large drusen, greater than or equal to 500 microns in diameter, from the right eye.",OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDDEXC,"Excavation, right eye",OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDDEXU,This variable provides information on the presence or absence of exudative ARM from the right eye.,OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDDFAN,"This variable provides information on the presence or absence of retinal focal arteriolar narrowing, focal pinching or narrowing of the arteriole, from the right eye.  May be secondary to hypertension.  Refer to the NHANES Detailed Grading Protocol for more details.",OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDDFOC,"This variable provides information on the presence or absence of focal laser photocoagulation from the right eye.  It can appear either as treatment of leaking retinal microaneurysms (MA Rx only) or in a grid pattern in macula done for the treatment of localized or diffuse macular edema (Grid only), or sometimes together.",OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDDGA,"This variable provides information on the presence or absence of pure geographic atrophy in the absence of signs of Exudative ARM, right eye",OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDDHD,"This variable provides information on the presence or absence of hard distinct drusen, from the right eye.",OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDDHE,This variable provides information on the presence or absence of hard exudate in the right eye.  Hard exudate is a result of lipoprotein deposition in the retina and is usually associated with macular edema.,OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDDHEM,This variable provides information only on eyes with retinal blot hemorrhages and no microaneurysms in the right eye.,OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDDHMA,"This summary variable provides information on describing microaneurysms (MAS) only, blot hemorrhages (HEM) only, or both using two severity levels using the ETDRS standard 2A, right eye.",OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDDHOLL,"This variable provides information on the presence or absence of retinal arteriolar embolus (Hollenhorst plaque), from the worse eye.  Usually fibrin or cholesterol embolus seen in retinal arterioles, often at a bifurcation of the vessel.",OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDDIRMA,"This variable provides information on the presence or absence of Intraretinal Microvascular Abnormalities (IRMA), from the right eye.  IRMA are retinal collateral vessels in areas of retinal ischemia indicating a more severe level of retinopathy.  This variable is coded using the ETDRS photo standard, 8A.  Eyes with IRMA>=8A have more severe disease than eyes with standard <8A.",OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDDIRP,"This variable provides information on the presence or absence of increased retinal pigment due to disruption of the retinal pigment epithelium in early ARM, from the right eye.",OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDDLARM,This variable provides information on the presence or absence of exudative ARM and/or geographic atrophy from the right eye.,OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDDMA,"This variable provides information only on eyes with retinal microaneurysms and no retinal blot hemorrhage, right eye.",OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDDMACH,"This variable provides information on the presence or absence of a macular hole, a round sharply defined hole involving the center of the macula, resulting in a decrease in visual acuity, from the right eye.",OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDDME,"This variable provides information on the presence or absence of macular edema by clinical significance from the right eye.  The definition for Clinically Significant Macular Edema (CSME), found in the NHANES Grading Protocol:  CSME is considered present when edema involves the fovea or is within 500 microns of the fovea, or when a 1+disc area of edema is present with at least a portion of it within the macula.",OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDDMEC,"This variable provides information on the presence or absence of macular edema in the center from the right eye.  Center involvement specifies involvement of the fovea by macular edema.  Cysts indicate more severe involvement, usually associated with visual loss.",OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDDNOT,"Notch, right eye",OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDDNVE,"This variable provides information on the presence or absence of retinal new vessels elsewhere outside the optic disc margin in the right eye.  Retinal new vessels elsewhere outside the optic disc margin are a manifestation of proliferative retinopathy due to retinal ischemia.  The more area affected, the more severe the disease.",OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDDNVO,"This variable provides information on the presence or absence of retinal new vessels on the optic disc area, from the right eye.  Retinal new vessels on the optic disc area are a manifestation of proliferative retinopathy due to retinal ischemia.  This variable is coded using the ETDRS photo standard, 10A.  Eyes with standard>=10A have more severe vessels than eyes with standard <10A.",OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDDOTHC,"This variable provides information of other ocular conditions not graded elsewhere, from the right eye.",OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDDOTRX,"This variable provides information on the presence or absence of any other laser treatment for other conditions (i.e. local treatment for retinal detachment), from the right eye.",OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDDPED,"This variable provides information on the presence or absence of Retinal Pigment Epithelial detachment/ Sensory Retinal detachment, a sign of exudative ARM, from the right eye.",OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDDPHVH,"This variable provides information on the presence or absence of pre-retinal hemorrhage or vitreous hemorrhage in the right eye.  Pre-retinal hemorrhage or vitreous hemorrhage is a manifestation of proliferative retinopathy due to retinal ischemia.  The more area is affected, the more severe the disease.",OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDDPIGA,"This variable provides information on the presence or absence of increased retinal pigment and/or RPE depigmentation, a manifestation of early ARM in absence of signs of late ARM, from the right eye.",OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDDPOHS,"This variable provides information on the presence or absence of Presumed Ocular Histoplasmosis Syndrome, which usually manifests by peripapillary atrophic scars, focal round chorioretinal active lesions or punched out scars, from the right eye.",OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDDPPA,"This variables provides information on the presence or absence of peripapillary atrophy, defined as retinal-choroidal atrophic area around the disc, from the right eye.",OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDDPPS,This variable provides information on the presence or absence of panretinal photocoagulation scars in the right eye.  Panretinal photocoagulation in a scatter pattern across the retina or in specific areas outside the macular area later results in scarring and is a surrogate for having had active severe disease.  Local and/or scatter photocoagulation is usually done to prevent preretinal and vitreous hemorrhage or the development of retinal new vessels.,OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDDRDET,"This variable provides information on the presence or absence of traction or traumatic retinal detachment (not ARM Pigment Epithelial Detachment), from the right eye.",OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDDREA,If a condition exists in the macula which confounds the grader from evaluating Age Related Macular Degeneration (ARM) lesions from similar changes in the retina due to another process the eye is excluded (cannot grade) from evaluation of all ARM lesions from the right eye.,OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDDRET,"Calculated levels of retinopathy severity, right eye.",OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDDRFP,"This variable provides information on the presence or absence of retinal fibrous proliferation in the right eye.  Retinal fibrous proliferation is a manifestation of proliferative retinopathy due to retinal ischemia.  The more area affected, the greater the disease.",OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDDRL4,"This variable provides information on four levels of retinopathy severity, from the right eye.",OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDDRPE,"This variable provides information on the presence or absence of decreased retinal pigmentation due to disruption of the retinal pigment epithelium in early ARM, from the right eye.",OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDDSDD,"This variable provides information on the presence or absence of soft distinct drusen, from the right eye.",OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDDSE,"This variable provides information on the presence or absence of soft exudate in the right eye.  Soft exudate, sometimes called cotton wool spot, is due to retinal nerve fiber layer infarction, a result of retinal ischemia.",OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDDSFS,"This variable provides information on the presence or absence of subretinal fibrous scar, a sign of exudative ARM, from the right eye.",OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDDSID,This variable provides information on the presence or absence of soft indistinct drusen from the right eye.,OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDDSNV,"This variable provides information on the presence or absence of subretinal new vessels, a sign of exudative ARM, from the right eye.",OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDDSUBH,"This variable provides information on the presence or absence of subretinal hemorrhage, a sign of exudative ARM, from the right eye.",OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDDSWR,"This variable provides information on the presence or absence of epiretinal membrane (cellophane changes), from the right eye.  Epiretinal membrane (cellophane changes) refers to a patch or patches of irregular increased reflection on the inner surface of the retina due to membrane cellophane changes only with no traction.",OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDDSWRT,"This variable provides information on the presence or absence of epiretinal membrane (retinal traction changes), from the right eye.  Epiretinal membrane (retinal traction changes) refers to a patch or patches of irregular increased reflection on the inner surface of the retina due to retinal traction changes of the membrane.",OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDDTIL,"Tilted, right eye",OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDDVB,This variable provides information on the presence or absence of retinal venous beading from the right eye.  Venous beading is a manifestation of severe retinal ischemia.,OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDDVCDR,"This variable provides the vertical cup to disc ratio, in microns, from the right eye.",OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDSAGA,This variable provides information on the presence or absence of any geographic atrophy from the left eye.,OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDSAREX,Was the left eye excluded for ARM?,OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDSARM,This variable provides information on the 3-level severity classification of age-related macular degeneration (ARM) from the left eye.  Early ARM is defined by presence or absence of drusen and/or pigmentary abnormalities; late ARM by exudative ARM signs and/or geographic atrophy.,OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDSARMA,This field is coded for the presence or absence of any retinopathy from the left eye.,OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDSARMX,"This variable provides information on the presence or absence of 3 types of treatment for exudative ARM in the left eye:  laser, photodynamic and/or thermal treatment.  The presence or absence of these treatments is a sign of exudative ARM.",OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDSASD,This variable provides information on the presence or absence of any soft indistinct and/or soft distinct drusen from the left eye.,OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDSASHY,"This variable provides information on the presence or absence of Asteroid Hyalosis, soap-like crystals floating in the vitreous cavity in front of the retina, which can obstruct the view of retinal lesions, from the left eye.",OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDSAVN,"This variable provides information on the presence or absence of retinal arterio-venous nicking, a pinching of the vein at an artery crossing, from the left eye.  May be secondary to hypertension.  Refer to the NHANES Detailed Grading Protocol for more details.",OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDSBCO,"This variable provides information on the presence or absence of retinal artery occlusion (branch or central), a blockage of retinal arteriole or artery resulting infarction of the retina, from the left eye.",OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDSBVO,"This variable provides information on the presence or absence of retinal branch vein occlusion, a blockage of retinal branch venule (level 12 in the retinopathy severity scale, variable OPDURET), from the left eye.",OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDSCHN,"This variable provides information on the presence or absence of choroidal nevus, a localized increase in the number of pigment bearing cells in choroid, usually round or oval in shape, from the left eye.",OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDSCHRA,This variable provides information on the presence or absence of any chorioretinal abnormality from the left eye.,OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDSCVO,"This variable provides information on the presence or absence of retinal central vein occlusion (RCVO) from the left eye; blockage of the retinal central vein (level 12 in the retinal severity scale variable, OPDSRET).",OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDSD125,"This variable provides information on the presence or absence of large drusen, greater than or equal to 125 microns in diameter, from the left eye.",OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDSD500,"This variable provides information on the presence or absence of large drusen, greater than or equal to 500 microns in diameter, from the left eye.",OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDSEXC,"Excavation, left eye",OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDSEXU,This variable provides information on the presence or absence of exudative ARM from the left eye.,OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDSFAN,"This variable provides information on the presence or absence of retinal focal arteriolar narrowing, focal pinching or narrowing of the arteriole, from the left eye.  May be secondary to hypertension.  Refer to the NHANES Detailed Grading Protocol for more details.",OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDSFOC,"This variable provides information on the presence or absence of focal laser photocoagulation from the left eye.  It can appear either as treatment of leaking retinal microaneurysms (MA Rx only) or in a grid pattern in macula done for the treatment of localized or diffuse macular edema (Grid only), or sometimes together.",OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDSGA,"This variable provides information on the presence or absence of pure geographic atrophy in the absence of signs of Exudative ARM, left eye",OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDSHD,"This variable provides information on the presence or absence of hard distinct drusen, from the left eye.",OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDSHE,This variable provides information on the presence or absence of hard exudate in the left eye.  Hard exudate is a result of lipoprotein deposition in the retina and is usually associated with macular edema.,OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDSHEM,This variable provides information only on eyes with retinal blot hemorrhages and no microaneurysms in the left eye.,OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDSHMA,"This summary variable provides information on describing microaneurysms (MAS) only, blot hemorrhages (HEM) only, or both using two severity levels using the ETDRS standard 2A, left eye.",OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDSHOLL,"This variable provides information on the presence or absence of retinal arteriolar embolus (Hollenhorst plaque), from the worse eye.  Usually fibrin or cholesterol embolus seen in retinal arterioles, often at a bifurcation of the vessel.",OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDSIRMA,"This variable provides information on the presence or absence of Intraretinal Microvascular Abnormalities (IRMA), from the left eye.  IRMA are retinal collateral vessels in areas of retinal ischemia indicating a more severe level of retinopathy.  This variable is coded using the ETDRS photo standard, 8A.  Eyes with IRMA>=8A have more severe disease than eyes with standard <8A.",OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDSIRP,"This variable provides information on the presence or absence of increased retinal pigment due to disruption of the retinal pigment epithelium in early ARM, from the left eye.",OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDSLARM,This variable provides information on the presence or absence of exudative ARM and/or geographic atrophy from the left eye.,OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDSMA,"This variable provides information only on eyes with retinal microaneurysms and no retinal blot hemorrhage, left eye.",OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDSMACH,"This variable provides information on the presence or absence of a macular hole, a round sharply defined hole involving the center of the macula, resulting in a decrease in visual acuity, from the left eye.",OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDSME,"This variable provides information on the presence or absence of macular edema by clinical significance.  The definition for Clinically Significant Macular Edema (CSME), found in the NHANES Grading Protocol:  CSME is considered present when edema involves the fovea or is within 500 microns of the fovea, or when a 1+disc area of edema is present with at least a portion of it within the macula.",OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDSMEC,"This variable provides information on the presence or absence of macular edema in the center from the left eye.  Center involvement specifies involvement of the fovea by macular edema.  Cysts indicate more severe involvement, usually associated with visual loss.",OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDSNOT,"Notch, left eye",OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDSNVE,"This variable provides information on the presence or absence of retinal new vessels elsewhere outside the optic disc margin in the left eye.  Retinal new vessels elsewhere outside the optic disc margin are a manifestation of proliferative retinopathy due to retinal ischemia.  The more area affected, the more severe the disease.",OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDSNVO,"This variable provides information on the presence or absence of retinal new vessels on the optic disc area, from the left eye.  Retinal new vessels on the optic disc area are a manifestation of proliferative retinopathy due to retinal ischemia.  This variable is coded using the ETDRS photo standard, 10A.  Eyes with standard>=10A have more severe vessels than eyes with standard <10A.",OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDSOTHC,"This variable provides information of other ocular conditions not graded elsewhere, from the left eye.",OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDSOTRX,"This variable provides information on the presence or absence of any other laser treatment for other conditions (i.e. local treatment for retinal detachment), from the left eye.",OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDSPED,"This variable provides information on the presence or absence of Retinal Pigment Epithelial detachment/ Sensory Retinal detachment, a sign of exudative ARM, from the left eye.",OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDSPHVH,"This variable provides information on the presence or absence of pre-retinal hemorrhage or vitreous hemorrhage in the left eye.  Pre-retinal hemorrhage or vitreous hemorrhage is a manifestation of proliferative retinopathy due to retinal ischemia.  The more area is affected, the more severe the disease.",OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
OPDSPIGA,"This variable provides information on the presence or absence of increased retinal pigment and/or RPE depigmentation, a manifestation of early ARM in absence of signs of late ARM, from the left eye.",OPXRET_D,Ophthalmology - Retinal Imaging,2005,2006,Examination,None
